,UM Error Rate,EM Error Rate,PGD-ADT Error Rate,Epsilon,Max_iter
0,0.9059656218402427,0.016177957532861477,0.025278058645096056,0.1,50.0
1,0.910010111223458,0.01820020222446916,0.025278058645096056,0.1,60.0
2,0.9180990899898888,0.017189079878665317,0.025278058645096056,0.1,70.0
3,0.9888776541961577,0.0980788675429727,0.08088978766430738,0.2,50.0
4,0.9888776541961577,0.09605662285136501,0.07987866531850354,0.2,60.0
5,0.9888776541961577,0.0980788675429727,0.07987866531850354,0.2,70.0
6,0.9888776541961577,0.4408493427704752,0.3619817997977755,0.3,50.0
7,0.9888776541961577,0.448938321536906,0.3640040444893832,0.3,60.0
8,0.9888776541961577,0.4570273003033367,0.3579373104145602,0.3,70.0
